x
[4.00000000 1.00000000 ]
[-1.28987902 1.66106961 ]
[1.37920478 1.90363118 ]
[1.37929214 1.90273962 ]
[-1.27809005 1.64209776 ]
[-1.27658342 1.62669692 ]
[1.37275118 1.88585641 ]
[1.37284041 1.88499034 ]
[-1.26661400 1.61290958 ]
[-1.26498161 1.59703148 ]
[1.36605767 1.86751275 ]
[1.36615243 1.86669499 ]
[-1.24698121 1.56357233 ]
[-1.24498800 1.54634674 ]
[1.35874725 1.84758821 ]
[1.35885316 1.84685378 ]
[-1.21139759 1.47609891 ]
[-1.20840796 1.45536380 ]
[1.35012400 1.82420490 ]
[1.35022864 1.82348206 ]
[-1.20212648 1.45374693 ]
[-1.19912437 1.43301973 ]
[1.34149184 1.80095317 ]
[1.34160006 1.80027117 ]
[-1.17947580 1.39982018 ]
[-1.17588915 1.37721033 ]
[1.33178250 1.77497672 ]
[1.33189365 1.77433381 ]
[-1.15551527 1.34389313 ]
[-1.15123810 1.31916559 ]
[1.32117822 1.74681366 ]
[1.32128801 1.74618666 ]
[-1.14278449 1.31466372 ]
[-1.13841685 1.28975275 ]
[1.31067422 1.71913982 ]
[1.31078355 1.71853468 ]
[-1.12658320 1.27792733 ]
[-1.12196355 1.25235590 ]
[1.29943509 1.68977241 ]
[1.29954348 1.68918881 ]
[-1.11008829 1.24106581 ]
[-1.10521649 1.21486031 ]
[1.28782636 1.65971105 ]
[1.28793752 1.65916984 ]
[-1.07897751 1.17298935 ]
[-1.07294043 1.14359107 ]
[1.27454201 1.62563844 ]
[1.27465465 1.62513696 ]
[-1.04623795 1.10344476 ]
[-1.03887597 1.07067425 ]
[1.25928324 1.58693309 ]
[1.25939580 1.58646759 ]
[-1.01385405 1.03677354 ]
[-1.00520367 1.00099911 ]
[1.24232236 1.54445484 ]
[1.24243418 1.54402719 ]
[-0.97684166 0.96314329 ]
[-0.96655571 0.92382338 ]
[1.22292209 1.49655952 ]
[1.22302830 1.49615512 ]
[-0.95612001 0.92315891 ]
[-0.94604726 0.88483224 ]
[1.20368611 1.44980618 ]
[1.20378458 1.44941860 ]
[-0.94560668 0.90324118 ]
[-0.93661794 0.86786367 ]
[1.18585533 1.40714130 ]
[1.18595212 1.40679533 ]
[-0.90169634 0.82218404 ]
[-0.89062665 0.78265344 ]
[1.16510745 1.35829381 ]
[1.16520141 1.35799349 ]
[-0.84747471 0.72741281 ]
[-0.83342875 0.68258084 ]
[1.14027648 1.30094101 ]
[1.14035896 1.30067181 ]
[-0.82914268 0.69678671 ]
[-0.81647922 0.65548451 ]
[1.11699894 1.24829753 ]
[1.11707208 1.24806812 ]
[-0.79320116 0.63857900 ]
[-0.77993261 0.59699075 ]
[1.09267170 1.19441719 ]
[1.09272793 1.19421455 ]
[-0.81020332 0.66596701 ]
[-0.80089650 0.63243628 ]
[1.07342710 1.15264418 ]
[1.07347552 1.15248490 ]
[-0.76410144 0.59347833 ]
[-0.75310357 0.55732348 ]
[1.05166478 1.10629496 ]
[1.05170371 1.10618647 ]
[-0.68709096 0.48182771 ]
[-0.67212482 0.44014648 ]
[1.02425272 1.04924137 ]
[1.02427355 1.04919019 ]
[-0.61098950 0.38319613 ]
[-0.59305815 0.33916736 ]
[0.99243138 0.98487669 ]
[0.99242634 0.98489777 ]
